Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.8.100-108.177.123.95-62145-443-17,192.168.8.100,62145,108.177.123.95,443,17,12/06/2026 06:35:11 PM,157952,9,12,3221.0,4322.0,1250.0,31.0,357.8888888888889,521.6014868758631,1250.0,21.0,360.1666666666667,492.4315980802601,47755.0141815235,132.95178282009724,7897.6,17960.65653295382,61913.0,0.0,107961.0,13495.125,22309.79564763617,62361.0,27.0,95607.0,8691.545454545456,19346.608820998248,50212.0,0.0,0,0,0,0,72,96,56.97933549432739,75.97244732576985,21.0,1250.0,399.68181818181813,516.4632828293048,266734.3225108225,0,0,0,0,0,0,0,0,1.0,418.7142857142857,357.8888888888889,360.1666666666667,0,0,0,7543,21,47755,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-91.198.51.137-56139-443-6,192.168.8.100,56139,91.198.51.137,443,6,12/06/2026 06:35:11 PM,295793,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.761485227845149,295793.0,0.0,295793.0,295793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.3807426139225747,3.3807426139225747,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1028,501,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-18.101.8.10-56079-443-6,192.168.8.100,56079,18.101.8.10,443,6,12/06/2026 06:35:00 PM,218999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.132461792062978,218999.0,0.0,218999.0,218999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.566230896031489,4.566230896031489,0.0,0.0,0.0,0.0,0.0,0,0,1,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-64.233.190.188-57950-443-6,192.168.8.100,57950,64.233.190.188,443,6,12/06/2026 06:34:28 PM,44083897,3,3,27.0,26.0,26.0,0.0,9.0,14.730919862656235,26.0,0.0,8.666666666666666,15.01110699893027,1.20225305852611,0.13610411983314452,8816779.4,1.9583460320213825E7,4.3848708E7,40234.0,4.4083897E7,2.20419485E7,3.090286938463845E7,4.3893577E7,190320.0,4.3998794E7,2.1999397E7,3.096597937196613E7,4.3895651E7,103143.0,0,0,0,0,60,72,0.06805205991657226,0.06805205991657226,0.0,26.0,7.714285714285714,12.499523800453169,156.23809523809524,0,0,0,2,6,0,0,0,1.0,9.0,9.0,8.666666666666666,0,0,0,0,0,0,3,27,3,26,1023,1048,1,20,44869.0,0.0,44869.0,44869.0,4.3848708E7,0.0,4.3848708E7,4.3848708E7,NeedManualLabel
192.168.8.100-172.217.192.100-51911-443-17,192.168.8.100,51911,172.217.192.100,443,17,12/06/2026 06:34:26 PM,437645,14,12,7623.0,5476.0,1250.0,31.0,544.5,596.0126160254819,1250.0,22.0,456.33333333333337,541.7858237236176,29930.651555484466,59.40888162780335,17505.8,49057.834003177646,239951.0,0.0,424482.0,32652.46153846154,66935.41074500524,240957.0,9.0,370303.0,33663.90909090909,81199.87157311832,272217.0,0.0,0,0,0,0,112,96,31.989397799586424,27.419483828216933,22.0,1250.0,531.4444444444445,569.5228322115422,324356.25641025644,0,0,0,0,0,0,0,0,0.0,551.8846153846154,544.5,456.3333333333333,0,0,0,13099,26,29930,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-104.18.12.97-56073-443-6,192.168.8.100,56073,104.18.12.97,443,6,12/06/2026 06:34:40 PM,45105609,2,2,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.044340383476476286,0.08868076695295257,1.5035203E7,2.595035817278426E7,4.5000094E7,44402.0,4.5061207E7,4.5061207E7,0.0,4.5061207E7,4.5061207E7,4.5044496E7,4.5044496E7,0.0,4.5044496E7,4.5044496E7,0,0,0,0,40,64,0.044340383476476286,0.044340383476476286,0.0,1.0,0.6,0.5477225575051661,0.29999999999999993,0,0,0,0,4,0,0,0,1.0,0.75,1.0,0.0,0,0,0,0,0,0,2,2,2,0,1028,16,1,20,61113.0,0.0,61113.0,61113.0,4.5000094E7,0.0,4.5000094E7,4.5000094E7,NeedManualLabel
192.168.8.100-157.240.197.60-58606-443-17,192.168.8.100,58606,157.240.197.60,443,17,12/06/2026 06:34:38 PM,81606,14,21,3608.0,18482.0,1250.0,32.0,257.7142857142857,451.297007536045,1232.0,39.0,880.0952380952381,515.1656922546284,270690.8805725069,428.8900325956425,2400.176470588235,6820.287208342335,30836.0,0.0,81606.0,6277.384615384615,10207.889771629767,31223.0,24.0,23935.0,1196.7499999999998,2524.173400395297,9351.0,0.0,0,0,0,0,112,168,171.556013038257,257.3340195573855,32.0,1250.0,648.3333333333334,575.2456369735827,330907.54285714286,0,0,0,0,0,0,0,0,1.0,666.8571428571429,257.7142857142857,880.0952380952381,0,0,0,22090,35,270690,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-172.217.192.95-56395-443-17,192.168.8.100,56395,172.217.192.95,443,17,12/06/2026 06:35:14 PM,289675,11,14,4604.0,9696.0,1250.0,31.0,418.5454545454545,551.7645083976249,1250.0,21.0,692.5714285714286,566.2661394250416,49365.66842150686,86.30361612151549,12069.791666666668,24169.027511833272,73489.0,0.0,234725.0,23472.5,32546.623696714774,79898.0,24.0,216162.0,16627.846153846152,30718.039021195546,81076.0,0.0,0,0,0,0,88,112,37.973591093466815,48.330025028048674,21.0,1250.0,598.0769230769231,569.8261435263863,324701.83384615387,0,0,0,0,0,0,0,0,1.0,622.0,418.54545454545456,692.5714285714286,0,0,0,14300,25,49365,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-64.233.190.95-58168-443-17,192.168.8.100,58168,64.233.190.95,443,17,12/06/2026 06:35:15 PM,14175931,12,17,4639.0,5746.0,1250.0,31.0,386.58333333333337,533.5170540570348,1250.0,21.0,337.99999999999994,491.601337467668,732.5797508466992,2.045721018252699,506283.25000000006,2617783.5557763665,1.3863085E7,0.0,1.4106534E7,1282412.1818181816,4194275.2005411093,1.3928439E7,46.0,1.4110927E7,881932.9375,3477203.773468551,1.3921104E7,0.0,0,0,0,0,96,136,0.8465052489321513,1.1992157693205476,21.0,1250.0,387.8333333333336,518.0654387725308,268391.7988505749,0,0,0,0,0,0,0,0,1.0,401.2068965517241,386.5833333333333,338.0,0,0,0,5192,14,33195,12,4639,17,5746,0,0,11,8,184888.0,0.0,184888.0,184888.0,1.3863085E7,0.0,1.3863085E7,1.3863085E7,NeedManualLabel
192.168.8.100-157.240.197.60-50958-443-17,192.168.8.100,50958,157.240.197.60,443,17,12/06/2026 06:35:39 PM,245073,10,13,5937.0,5331.0,1250.0,35.0,593.7,579.2048284789529,1232.0,39.0,410.0769230769231,520.3582838677055,45978.13712648884,93.84958767387675,11139.681818181818,27277.14167818972,124594.0,0.0,209070.0,23230.0,41301.72086305848,127486.0,16.0,219614.0,18301.166666666668,38463.30469854785,133965.0,0.0,0,0,0,0,80,104,40.80416855385946,53.0454191200173,35.0,1250.0,521.5833333333334,552.1819892710756,304904.94927536225,0,0,0,0,0,0,0,0,1.0,544.2608695652174,593.7,410.0769230769231,0,0,0,11268,23,45978,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-108.177.123.132-50470-443-17,192.168.8.100,50470,108.177.123.132,443,17,12/06/2026 06:35:11 PM,307850,10,11,4854.0,4854.0,1250.0,31.0,485.40000000000003,578.2179904192228,1250.0,22.0,441.2727272727273,523.2762350631052,31534.838395322397,68.21503979210654,15392.499999999998,30034.111565456966,116935.0,0.0,257795.0,28643.88888888889,40971.13318070555,117113.0,15.0,245448.0,24544.800000000003,46799.461708205345,143934.0,0.0,0,0,0,0,80,88,32.4833522819555,35.73168751015105,22.0,1250.0,498.09090909090907,549.8785068488968,302366.37229437224,0,0,0,0,0,0,0,0,1.0,521.8095238095239,485.4,441.27272727272725,0,0,0,9708,21,31534,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,NeedManualLabel
142.250.0.95-192.168.8.100-443-65177-17,142.250.0.95,443,192.168.8.100,65177,17,12/06/2026 06:34:15 PM,83096350,55,51,9614.0,6892.0,1246.0,21.0,174.80000000000004,319.6940898908066,1033.0,29.0,135.13725490196083,229.43914396700862,198.63688356949493,1.275627629853778,791393.8095238095,2438987.809086664,1.4973292E7,0.0,8.3096168E7,1538817.9259259256,3290757.030825094,1.5275387E7,0.0,8.3058819E7,1661176.3800000001,3361702.5403805156,1.4973292E7,114.0,0,0,0,0,440,408,0.6618822607731868,0.6137453690805914,21.0,1246.0,156.83177570093463,278.250480546172,77423.32992417566,0,0,0,0,0,0,0,0,0.0,158.31132075471697,174.8,135.13725490196077,0,0,0,1733,10,3106,3,640,3,459,0,0,54,8,3598602.0,2860079.446851573,6832588.0,340747.0,9321554.333333334,4491995.142052434,1.4973292E7,5033329.0,NeedManualLabel
192.168.8.100-172.217.192.100-57308-443-17,192.168.8.100,57308,172.217.192.100,443,17,12/06/2026 06:34:55 PM,448459,11,12,3422.0,4589.0,1250.0,31.0,311.09090909090907,488.8243968022575,1250.0,21.0,382.4166666666667,495.07381604497465,17863.394424016464,51.286739701957146,20384.5,40004.13353136446,173014.0,1.0,448459.0,44845.9,54153.75582019527,174148.0,22.0,382890.0,34808.181818181816,56626.6372404687,173148.0,1.0,0,0,0,0,88,96,24.528440727022982,26.758298974934164,21.0,1250.0,385.87499999999994,506.2198622269215,256258.5489130434,0,0,0,0,0,0,0,0,1.0,402.6521739130435,311.09090909090907,382.4166666666667,0,0,0,8011,23,17863,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-172.217.192.100-65438-443-17,192.168.8.100,65438,172.217.192.100,443,17,12/06/2026 06:34:57 PM,476532,14,13,7617.0,5468.0,1250.0,31.0,544.0714285714286,596.0287117872135,1250.0,23.0,420.6153846153846,533.9727737225214,27458.80654394668,56.6593639042079,18328.153846153848,57118.407874654426,288880.0,0.0,459762.0,35366.307692307695,79397.47420876038,289104.0,9.0,411391.0,34282.583333333336,89692.42109814502,314140.0,0.0,0,0,0,0,112,104,29.378929431811503,27.280434472396397,23.0,1250.0,511.96428571428555,567.8870833343451,322495.73941798945,0,0,0,0,0,0,0,0,0.0,530.925925925926,544.0714285714286,420.61538461538464,0,0,0,13085,27,27458,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,12/06/2026 06:34:18 PM,79532991,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.6035231341921996,1692191.297872341,2883087.97064292,8514831.0,487287.0,7.9532991E7,1692191.297872341,2883087.97064292,8514831.0,487287.0,0,0,0,0,0,0,0,0,0,0,0,0.6035231341921996,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2495456.4285714286,3303.104744385307,2499834.0,2491074.0,8510369.42857143,3098.020973521839,8514831.0,8505906.0,NeedManualLabel
172.64.148.235-192.168.8.100-443-55050-6,172.64.148.235,443,192.168.8.100,55050,6,12/06/2026 06:34:33 PM,60272733,9,5,120.0,112.0,24.0,0.0,13.333333333333334,12.649110640673518,28.0,0.0,22.4,12.521980673998822,3.8491700716474893,0.2322775043235554,4636364.076923077,8791514.239565024,2.0207541E7,45.0,6.0272733E7,7534091.625,1.0370526482240122E7,2.0207541E7,101.0,6.0272593E7,1.506814825E7,1.001284804012283E7,2.0223513E7,49713.0,1,0,0,0,180,112,0.14932125277942845,0.08295625154412692,0.0,28.0,17.06666666666667,12.600831416257913,158.78095238095239,0,0,0,9,14,0,0,0,0.0,18.285714285714285,13.333333333333334,22.4,0,0,0,0,0,0,3,40,1,37,16,1026,4,20,16887.0,1690.8873410135875,18837.0,15827.0,2.0057399333333332E7,130167.0089321151,2.0207541E7,1.9976282E7,NeedManualLabel
192.168.8.100-172.217.29.133-56131-443-6,192.168.8.100,56131,172.217.29.133,443,6,12/06/2026 06:35:04 PM,35999859,1441,3432,12655.0,4263835.0,1400.0,0.0,8.782095766828585,68.2975596301804,1400.0,0.0,1242.376165501168,424.7997163374638,118791.85415698434,135.36164127753943,7389.133620689641,85315.20565442661,4662029.0,0.0,3.5899505E7,24930.211805555522,165767.72181740927,4804077.0,4.0,3.5906002E7,10465.171087146577,102628.39385806675,4662029.0,0.0,0,0,0,0,34100,68700,40.02793455385478,95.33370672368467,0.0,1400.0,877.4086992203514,667.4739225476683,445521.4372811707,0,2,0,1763,4872,0,0,0,2.0,877.5887543607633,8.782095766828592,1242.3761655011656,0,0,0,1069122,815,166218,480,4218,1144,1421278,64240,2341,88,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-172.217.192.95-60501-443-17,192.168.8.100,60501,172.217.192.95,443,17,12/06/2026 06:35:12 PM,2692744,16,20,8817.0,7083.0,1250.0,31.0,551.0625000000001,582.6666821605643,1250.0,24.0,354.15,482.8210167448454,5904.757377604407,13.369261987028846,76935.54285714285,328644.78624231275,1945767.0,0.0,2619934.0,174662.26666666666,507130.77110931044,1991343.0,9.0,2635987.0,138736.15789473683,461178.7910300279,2024376.0,0.0,0,0,0,0,128,160,5.941894216457265,7.427367770571581,24.0,1250.0,463.5135135135136,540.1162231728784,291725.5345345347,0,0,0,0,0,0,0,0,1.0,476.3888888888889,551.0625,354.15,0,0,0,7950,18,21285,16,8817,20,7083,0,0,15,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.8.100-157.240.197.60-55344-443-17,192.168.8.100,55344,157.240.197.60,443,17,12/06/2026 06:34:23 PM,17857198,17,24,3978.0,11083.0,1250.0,34.0,234.00000000000003,410.45279874791936,1232.0,39.0,461.7916666666667,525.0290243874861,843.4133955394345,2.295992909973894,446429.95,2794245.609745169,1.7676855E7,0.0,1.7823605E7,1113975.3125000002,4416791.730601082,1.7676855E7,29.0,1.7816769E7,774642.1304347827,3691389.512982984,1.7708146E7,0.0,0,0,0,0,136,192,0.951997060233078,1.343995849740816,34.0,1250.0,388.3571428571428,501.5224539110921,251524.7717770035,0,0,0,0,0,0,0,0,1.0,397.8292682926829,234.0,461.7916666666667,0,0,0,7530,20,83513,17,3978,24,11083,0,0,16,8,110217.0,0.0,110217.0,110217.0,1.7676855E7,0.0,1.7676855E7,1.7676855E7,NeedManualLabel
